GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),DRIVERTYPE (CODE),DRIVERTYPE (DISPLAY),DRIVERTYPE (URL),MOTOCYCLEOCCUPANTTYPE (CODE),MOTOCYCLEOCCUPANTTYPE (DISPLAY),MOTOCYCLEOCCUPANTTYPE (URL),ROADUSERTYPE (CODE),ROADUSERTYPE (DISPLAY),ROADUSERTYPE (URL),SEATTYPE (CODE),SEATTYPE (DISPLAY),SEATTYPE (URL),VEHICLESTANDARD (CODE),VEHICLESTANDARD (DISPLAY),VEHICLESTANDARD (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
RS_198,Estimated road traffic death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/198,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,7.0 [5.9-8.2],7.01895,5.92459,8.17617,,,
RS_198,Estimated road traffic death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/198,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,6.9 [5.7-8.1],6.89298,5.74112,8.10472,,,
RS_198,Estimated road traffic death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/198,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,7.0 [5.9-8.4],7.02898,5.89449,8.37306,,,
RS_198,Estimated road traffic death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/198,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,6.9 [5.7-8.2],6.90231,5.74787,8.16057,,,
RS_198,Estimated road traffic death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/198,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,23.4 [15.3-28.7],23.39514,15.30246,28.67976,,,
RS_198,Estimated road traffic death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/198,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,15.9 [11.7-18.4],15.88915,11.65667,18.41077,,,
RS_198,Estimated road traffic death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/198,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,7.3 [6.0-8.7],7.29995,6.04600,8.65489,,,
RS_198,Estimated road traffic death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/198,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,7.0 [5.9-8.2],7.00558,5.90569,8.16184,,,
RS_198,Estimated road traffic death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/198,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,15.6 [10.9-18.3],15.61064,10.87546,18.25370,,,
RS_198,Estimated road traffic death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/198,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,17.1 [12.1-19.8],17.14982,12.10163,19.79595,,,
RS_198,Estimated road traffic death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/198,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,15.8 [11.9-18.3],15.79601,11.90251,18.31010,,,
RS_198,Estimated road traffic death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/198,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,15.6 [10.7-19.5],15.55863,10.68923,19.53092,,,
RS_198,Estimated road traffic death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/198,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,8.3 [6.8-9.9],8.32384,6.83830,9.89025,,,
RS_198,Estimated road traffic death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/198,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,27.1 [17.9-31.3],27.12464,17.86542,31.28768,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,12477 [9443-16283],12477.36000,9442.76600,16283.20000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,39624 [31593-49684],39623.87000,31593.30000,49683.59000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,52992 [43215-64507],52992.40000,43215.25000,64507.46000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,14247 [11427-17580],14247.49000,11426.94000,17579.80000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,38296 [32465-45220],38295.80000,32464.95000,45220.36000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,12433 [9557-15981],12433.09000,9556.82300,15980.93000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,52057 [41150-65665],52056.96000,41150.12000,65664.52000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,53470 [44724-64574],53470.18000,44723.76000,64573.64000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,52600 [43431-63173],52600.43000,43431.23000,63173.25000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,38130 [32221-45078],38130.45000,32220.78000,45078.38000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,52765 [44449-62707],52764.76000,44448.83000,62707.30000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,39084 [33150-46443],39084.12000,33149.70000,46442.70000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,39262 [32025-48265],39262.22000,32025.49000,48264.95000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,52314 [42973-63669],52314.19000,42973.20000,63668.70000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,53479 [43378-65091],53478.59000,43378.03000,65091.12000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,13583 [11101-16358],13582.58000,11101.47000,16358.49000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,52183 [43394-62228],52183.45000,43394.03000,62228.44000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,51993 [43017-62220],51993.48000,43016.67000,62219.96000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,12269 [9630-15538],12269.29000,9630.34100,15538.38000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,53008 [44648-63134],53008.11000,44648.47000,63133.89000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,52182 [43694-62052],52182.42000,43693.96000,62052.46000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,53464 [44827-63834],53463.74000,44827.22000,63834.24000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,51767 [39268-67393],51766.52000,39268.48000,67392.55000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,39502 [30980-50753],39501.64000,30980.18000,50752.59000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,13295 [10938-15950],13294.51000,10937.59000,15949.59000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,39782 [32976-48048],39781.84000,32976.48000,48048.17000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,52417 [43395-62550],52416.91000,43395.39000,62550.25000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,53904 [45117-64859],53904.33000,45116.56000,64858.90000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,38353 [32004-45593],38352.94000,32004.29000,45593.45000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,39258 [30009-50814],39257.75000,30009.36000,50814.43000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,14008 [11407-16956],14008.39000,11406.92000,16956.26000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,37973 [31657-45097],37973.05000,31656.60000,45097.38000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,40374 [34097-48148],40373.92000,34096.62000,48147.94000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,38311 [31857-45451],38310.54000,31857.18000,45450.50000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,38660 [32809-45803],38660.06000,32808.88000,45802.88000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,14106 [11538-17100],14106.37000,11538.21000,17099.76000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,52407 [44011-62176],52406.62000,44010.89000,62175.73000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,38954 [32072-46596],38953.95000,32071.72000,46596.16000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,14020 [11360-17123],14020.43000,11360.07000,17122.57000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,14370 [11340-18105],14370.34000,11339.58000,18104.52000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,53957 [45198-64506],53956.50000,45198.09000,64506.42000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,53309 [44291-64547],53309.38000,44291.46000,64546.62000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,40435 [33891-48718],40434.53000,33891.06000,48718.09000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,12875 [10400-15829],12874.85000,10400.41000,15828.53000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,40444 [34051-48779],40443.55000,34051.40000,48779.02000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,12509 [9259-16578],12508.77000,9259.11800,16578.12000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,13745 [11278-16503],13744.59000,11278.25000,16502.81000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,14525 [11306-18495],14524.64000,11306.30000,18494.96000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,38175 [31987-45272],38175.06000,31987.11000,45272.19000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,14105 [11640-16904],14104.70000,11639.96000,16904.42000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,13027 [10672-15795],13026.63000,10672.37000,15794.62000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,51979 [40423-67036],51979.00000,40422.95000,67035.79000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,39719 [33549-47331],39719.15000,33548.97000,47331.43000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,40610 [34179-48909],40609.82000,34178.97000,48909.31000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,13924 [11499-16691],13923.98000,11498.77000,16691.19000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,38622 [31876-46403],38622.05000,31875.67000,46402.94000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,12532 [9997-15621],12532.35000,9996.72700,15620.53000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,51532 [41656-63803],51531.50000,41655.83000,63803.33000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,14052 [11473-16974],14051.96000,11473.19000,16974.07000,,,
VIOLENCE_HOMICIDENUM,Estimates of number of homicides,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4464,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,14111 [11546-16955],14110.82000,11545.95000,16955.36000,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,4.4 [3.7-5.3],4.42919,3.71962,5.25484,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,2.5 [2.1-3.0],2.51332,2.05208,3.03596,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,5.1 [4.1-6.2],5.06150,4.10553,6.16057,,,
VIOLENCE_HOMICIDERATE,Estimates of rates of homicides per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4465,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,3.8 [3.0-5.0],3.84278,2.98844,4.95591,,,
