GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,IND,India,,0.067,0.06700,,,,,"Includes Dentists</br> Data Source: National Health Profile, 2005-06; Health Information of India, 2004, 2005, 2006; National Commission on Macroeconomics and Health, 2005"
HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,0.048,0.04800,,,,,Includes Registered dentists</br> Data Source: Not enough here Too many there
HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,IND,India,,0.049,0.04900,,,,,Includes Dental surgeon</br> Data Source: Dental Council of India
HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,IND,India,,0.043,0.04300,,,,,Includes Dental Surgeons</br> Data Source: Ministry of Health & Family Welfare 
HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,IND,India,,0.498,0.49800,,,,,"Includes Pharmacists</br> Data Source: National Health Profile, 2005-06; Health Information of India, 2004, 2005, 2006; National Commission on Macroeconomics and Health, 2005"
HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,IND,India,,0.533,0.53300,,,,,Includes Pharmacists</br> Data Source: Indian Nursing Council & Pharmacy Council of India
HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,IND,India,,0.527,0.52700,,,,,Includes Pharmacists</br> Data Source: Indian Nursing Council & Pharmacy Council of India
HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,0.499,0.49900,,,,,Includes Pharmacists</br> Data Source: Indian Nursing Council & Pharmacy Council of India
HRH_27,Laboratory health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4549,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,0.018,0.01800,,,,,"Includes X-Ray technician</br> Data Source: Census of India, 1991"
HRH_29,Community and traditional health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4551,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,IND,India,,0.578,0.57800,,,,,
HRH_29,Community and traditional health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4551,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,IND,India,,0.504,0.50400,,,,,
HRH_29,Community and traditional health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4551,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,IND,India,,0.614,0.61400,,,,,
HRH_29,Community and traditional health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4551,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,IND,India,,0.62,0.62000,,,,,
HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,IND,India,,0,0.00000,,,,,
HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,IND,India,,0.001,0.00100,,,,,
HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,IND,India,,0.001,0.00100,,,,,
HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,IND,India,,0.576,0.57600,,,,,
WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/80,,,,PUBLISHED,Published,,2010-2011,2010-2011,,SEAR,2010,2011,South-East Asia,,,,,IND,India,,70.7,70.70000,,,,,"Ministry of Health and Family Welfare, Statistics Division [India]; 2013.  Health and Family Welfare Statistics in India 2013. New Delhi: Ministry of Health and Family Welfare, Statistics Division [India]; 2013.  "
WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/80,,,,PUBLISHED,Published,,2009-2010,2009-2010,,SEAR,2009,2010,South-East Asia,,,,,IND,India,,72,72.00000,,,,,"Ministry of Health and Family Welfare, Statistics Division [India]; 2013.  Health and Family Welfare Statistics in India 2013. New Delhi: Ministry of Health and Family Welfare, Statistics Division [India]; 2013.  "
WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/80,,,,PUBLISHED,Published,,2004-2008,2004-2008,,SEAR,2004,2008,South-East Asia,,,,,IND,India,,49.7,49.70000,,,,,"DLHS 2007-08. International Institute for Population Sciences (IIPS) [India]; 2010. District Level Household and Facility Survey (DLHS-3), 2007-08: India. Mumbai: International Institute for Population Sciences (IIPS) [India]; 2010. "
WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/80,,,,PUBLISHED,Published,,2010-2014,2010-2014,,SEAR,2010,2014,South-East Asia,,,,,IND,India,,45.4,45.40000,,,,,"Ministry of Women and Child Development [India],United Nations Children’s Fund (UNICEF); 2016. Rapid Survey on Children (RSOC) 2013-14. National Report. India: Ministry of Women and Child Development [India], United Nations Children’s Fund (UNICEF); 2016."
MEDS3010400,Presence of National Medicines Policy,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1414,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,Yes,0.00000,,,,,
MEDS5030200,Inspectors are allowed to inspect premises where pharmaceutical activities are performed,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2281,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,Yes,0.00000,,,,,
MEDS5060200,National Quality Control Laboratory exists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2285,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,Yes,0.00000,,,,,
MEDS6010201,All medicines included in the EML,,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,Yes,0.00000,,,,,
MEDS6060100,Duties on imported active pharmaceutical ingredients,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2298,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,Yes,0.00000,,,,,
MEDS8011200,Existence of National strategy to contain antimicrobial resistance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2277,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,Yes,0.00000,,,,,
MEDS8021202,Private sector,,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,No,0.00000,,,,,
ODA_2,"Commitments to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3253,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,714.76,714.76000,,,,,
ODA_2,"Commitments to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3253,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,1761.48,1761.48000,,,,,
ODA_2,"Commitments to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3253,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,457.96,457.96000,,,,,
ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,632.38,632.38000,,,,,
ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,643.28,643.28000,,,,,
ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,774.86,774.86000,,,,,
HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,IND,India,,699883,699883.00000,,,,,
WHS4_111_AGE1519,"Antenatal care coverage - at least one visit, among girls aged 15-19 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2479,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,IND,India,,75.7,75.70000,,,,,
HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,348,348.00000,,,,,
HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,10863,10863.00000,,,,,
HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,9565,9565.00000,,,,,
HRH_17,Number of medical assistants,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4547,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,34779,34779.00000,,,,,
HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,175617,175617.00000,,,,,
WHS6_101,Median availability of selected generic medicines (%) - Private,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/10,,,,PUBLISHED,Published,,2007-2013,2007-2013,,SEAR,2007,2013,South-East Asia,,,,,IND,India,,2.8,2.80000,,,,,"Based on survey in New Delhi, India."
HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,IND,India,,1270299,1270299.00000,,,,,
HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,274509,274509.00000,,,,,
HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,IND,India,,1894968,1894968.00000,,,,,
HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,IND,India,,1382901,1382901.00000,,,,,
HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,IND,India,,757377,757377.00000,,,,,Includes Allopathic Medical Practitioners</br> Data Source: Ministry of Health & Family Welfare 
HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,IND,India,,682000,682000.00000,,,,,Includes Allopathic Medical Practitioners</br> Data Source: Ministry of Health & Family Welfare 
HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,IND,India,,577100,577100.00000,,,,,Includes Allopathic Medical Practitioners</br> Data Source: Ministry of Health & Family Welfare 
HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,IND,India,,555600,555600.00000,,,,,Includes Allopathic Medical Practitioners</br> Data Source: Ministry of Health & Family Welfare 
HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,60061,60061.00000,,,,,
HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,741548,741548.00000,,,,,
HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,IND,India,,578179,578179.00000,,,,,
HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,177333,177333.00000,,,,,
HRH_05,Number of pharmaceutical technicians/assistants,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,33169,33169.00000,,,,,
HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,55344,55344.00000,,,,,
HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,IND,India,,73057,73057.00000,,,,,
HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,IND,India,,47204,47204.00000,,,,,
HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,13016,13016.00000,,,,,
HRH_16,Number of traditional medicine practitioners,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/100,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,IND,India,,724680,724680.00000,,,,,
HRH_16,Number of traditional medicine practitioners,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/100,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,IND,India,,752254,752254.00000,,,,,
HRH_16,Number of traditional medicine practitioners,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/100,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,IND,India,,694492,694492.00000,,,,,
HRH_16,Number of traditional medicine practitioners,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/100,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,IND,India,,628634,628634.00000,,,,,
HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,IND,India,,656101,656101.00000,,,,,Includes Pharmacists</br> Data Source: Indian Nursing Council & Pharmacy Council of India
HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,630766,630766.00000,,,,,Includes Pharmacists</br> Data Source: Indian Nursing Council & Pharmacy Council of India
HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,210502,210502.00000,,,,,"Includes Pharmacy assistant, Pharmacists</br> Data Source: Census of India, 1991"
HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,IND,India,,104603,104603.00000,,,,,Includes Dental Surgeons</br> Data Source: Dental Council of India
HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,IND,India,,93332,93332.00000,,,,,Includes Dental Surgeons</br> Data Source: Ministry of Health & Family Welfare 
HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,IND,India,,47318,47318.00000,,,,,Includes Dental Surgeons</br> Data Source: Ministry of Health & Family Welfare 
HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,IND,India,,78096,78096.00000,,,,,"Includes Dentists</br> Data Source: National Health Profile, 2005-06; Health Information of India, 2004, 2005, 2006; National Commission on Macroeconomics and Health, 2005"
HRH_22,Number of community and traditional health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4548,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,IND,India,,713143,713143.00000,,,,,
HRH_22,Number of community and traditional health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4548,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,IND,India,,694492,694492.00000,,,,,
HRH_22,Number of community and traditional health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4548,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,IND,India,,699351,699351.00000,,,,,
HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,IND,India,,2621981,2621981.00000,,,,,"Includes Registered Nurses & Registered Midwives, Auxilliary Nurse Midwives, Lady Health Visitors</br> Data Source: Indian Nursing Council & Pharmacy Council of India"
HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,IND,India,,2124667,2124667.00000,,,,,"Includes Auxilliary Nurse Midwives, Registered Nurses & Registered Midwives, Lady Health Visitors</br> Data Source: Indian Nursing Council & Pharmacy Council of India"
HRH_24,Number of nursing and midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,1481270,1481270.00000,,,,,"Includes Nurses, Midwives, Health visitors & Health supervisors</br> Data Source: National Health Profile, 2005-06; Health Information of India, 2004, 2005, 2006; National Commission on Macroeconomics and Health, 2005"
HRH_26,Physicians density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/112,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,IND,India,,0.557,0.55700,,,,,Includes Allopathic Medical Practitioners</br> Data Source: Ministry of Health & Family Welfare 
HRH_26,Physicians density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/112,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,IND,India,,0.615,0.61500,,,,,Includes Allopathic Medical Practitioners</br> Data Source: Ministry of Health & Family Welfare 
HRH_26,Physicians density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/112,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,0.577,0.57700,,,,,"Includes Doctors</br> Data Source: National Health Profile, 2005-06; Health Information of India, 2004, 2005, 2006; National Commission on Macroeconomics and Health, 2005"
HRH_26,Physicians density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/112,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,IND,India,,0.6,0.60000,,,,,Includes Allopathic Medical Practitioners</br> Data Source: Ministry of Health & Family Welfare 
HRH_26,Physicians density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/112,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,,,,IND,India,,0.725,0.72500,,,,,Includes Doctors (registered)</br> Data Source: Medical Council of India
HRH_33,Nursing and midwifery personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,IND,India,,1.248,1.24800,,,,,"Includes General Nursing  Midwives, Auxiliary nursing midwives, Health visitors & Health supervisors</br> Data Source: Indian Nursing Council, Pharmacy Council of India, Directorate General of Health Services(C.B.H.I.)"
HRH_33,Nursing and midwifery personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,IND,India,,1.185,1.18500,,,,,"Includes General Nursing  Midwives, Auxiliary nursing midwives, Health visitors & Health supervisors</br> Data Source: Indian Nursing Council, Pharmacy Council of India, Directorate General of Health Services(C.B.H.I.)"
HRH_33,Nursing and midwifery personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/105,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,IND,India,,1.539,1.53900,,,,,"Includes Auxilliary Nurse Midwives, Registered Nurses & Registered Midwives, Lady Health Visitors</br> Data Source: Indian Nursing Council & Pharmacy Council of India"
HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,IND,India,,0.078,0.07800,,,,,Includes Dental Surgeons</br> Data Source: Ministry of Health & Family Welfare 
HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,IND,India,,0.043,0.04300,,,,,Includes Dental Surgeons</br> Data Source: Ministry of Health & Family Welfare 
HRH_28,Dentistry personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/87,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,IND,India,,0.044,0.04400,,,,,Includes Dental Surgeons</br> Data Source: Ministry of Health & Family Welfare 
HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,IND,India,,0.54,0.54000,,,,,Includes Pharmacists</br> Data Source: Indian Nursing Council & Pharmacy Council of India
HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,0.237,0.23700,,,,,"Includes Pharmacy assistant, Pharmacists</br> Data Source: Census of India, 1991"
HRH_31,Environmental and public health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/322,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,0.047,0.04700,,,,,"Includes Public health physician</br> Data Source: Census of India, 1991"
HRH_29,Community and traditional health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4551,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,0.581,0.58100,,,,,
HRH_29,Community and traditional health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4551,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,IND,India,,0.614,0.61400,,,,,
HRH_29,Community and traditional health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4551,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,0.154,0.15400,,,,,
HRH_29,Community and traditional health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4551,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,0.627,0.62700,,,,,
HRH_23,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,IND,India,,1049,1049.00000,,,,,
HRH_30,Other health workers density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/106,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,IND,India,,0.994,0.99400,,,,,
WHS4_154,Antenatal care coverage - at least four visits (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/80,,,,PUBLISHED,Published,,1995-1999,1995-1999,,SEAR,1995,1999,South-East Asia,,,,,IND,India,,44.2,44.20000,,,,,International Institute for Population Sciences (IIPS) [India]; 2000.Reproductive and Child Health Project. Rapid Household Survey (Phase I and II) 1998-1999. India. Mumbai: International Institute for Population Sciences (IIPS) [India]; 2000.
