GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,,,,PUBLISHED,Published,,2014,2014,,SEAR,2014,2014,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,20,20.00000,,,,,
WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,80,80.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1982,1982,,SEAR,1982,1982,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,4,4.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1984,1984,,SEAR,1984,1984,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,7,7.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,62,62.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1993,1993,,SEAR,1993,1993,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,69,69.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,74,74.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,75,75.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,88,88.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,89,89.00000,,,,,
WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,92,92.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1985,1985,,SEAR,1985,1985,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,14,14.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1987,1987,,SEAR,1987,1987,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,27,27.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1992,1992,,SEAR,1992,1992,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,56,56.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,1994,1994,,SEAR,1994,1994,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,67,67.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,58,58.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,57,57.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,76,76.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,79,79.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,89,89.00000,,,,,
WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2443,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,90,90.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,43,43.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,1993,1993,,SEAR,1993,1993,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,59,59.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,56,56.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,56,56.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,70,70.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,78,78.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,88,88.00000,,,,,
WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,93,93.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,90,90.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,86,86.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,87,87.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,85,85.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1995,1995,,SEAR,1995,1995,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,83,83.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1993,1993,,SEAR,1993,1993,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,84,84.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1986,1986,,SEAR,1986,1986,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,55,55.00000,,,,,
WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1984,1984,,SEAR,1984,1984,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,43,43.00000,,,,,
pnchome3,Postnatal care visit within two days of birth - born outside a health facility (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,,,,WQ2,Q2,,1.3,1.29000,,,,,
pnchome3,Postnatal care visit within two days of birth - born outside a health facility (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,,,,WQ3,Q3,,1.4,1.41000,,,,,
pnchome3,Postnatal care visit within two days of birth - born outside a health facility (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,,,,WQ4,Q4,,2.3,2.31000,,,,,
pnchome3,Postnatal care visit within two days of birth - born outside a health facility (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3341,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,,,,,,,WQ5,Q5 (Richest),,3.2,3.17000,,,,,
pncall3,Postnatal care visit within two days of birth (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,NHLM,None,,,,,,,,,,,20.9,20.89000,,,,,
pncall3,Postnatal care visit within two days of birth (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,PRLM,Primary,,,,,,,,,,,41.5,41.50000,,,,,
pncall3,Postnatal care visit within two days of birth (in the three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3340,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,SHLM,Secondary or higher,,,,,,,,,,,69.0,68.96000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_311549,NLIS_311549,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311549,PUBLISHED,Published,,1992-1993,1992-1993,,SEAR,1992,1993,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,58.5,58.50000,,,,,
WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_310387,NLIS_310387,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=310387,PUBLISHED,Published,,1991-1992,1991-1992,,SEAR,1991,1992,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,56.6,56.60000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_312799,NLIS_312799,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312799,PUBLISHED,Published,,2005-2006,2005-2006,,SEAR,2005,2006,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,48.0,48.00000,,,,,
MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_312799,NLIS_312799,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312799,PUBLISHED,Published,,2005-2006,2005-2006,,SEAR,2005,2006,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,47.9,47.90000,,,,,
WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_312799,NLIS_312799,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312799,PUBLISHED,Published,,2005-2006,2005-2006,,SEAR,2005,2006,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,43.5,43.50000,,,,,
WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_311923,NLIS_311923,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311923,PUBLISHED,Published,,1996-1997,1996-1997,,SEAR,1996,1997,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,41.1,41.10000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_312799,NLIS_312799,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312799,PUBLISHED,Published,,2005-2006,2005-2006,,SEAR,2005,2006,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,20.7,20.70000,,,,,
NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_312180,NLIS_312180,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312180,PUBLISHED,Published,,1998-1999,1998-1999,,SEAR,1998,1999,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,19.8,19.80000,,,,,
WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_312180,NLIS_312180,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312180,PUBLISHED,Published,,1998-1999,1998-1999,,SEAR,1998,1999,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,3.3,3.30000,,,,,
WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_311549,NLIS_311549,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311549,PUBLISHED,Published,,1992-1993,1992-1993,,SEAR,1992,1993,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,3.2,3.20000,,,,,
WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_311549,NLIS_311549,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311549,PUBLISHED,Published,,1992-1993,1992-1993,,SEAR,1992,1993,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,3.2,3.20000,,,,,
WHOSIS_000006,Infants exclusively breastfed for the first six months of life (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/130,,,,PUBLISHED,Published,,1992,1992,,SEAR,1992,1992,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,46.0,46.00000,,,,,
WHOSIS_000006,Infants exclusively breastfed for the first six months of life (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/130,,,,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,46.8,46.80000,,,,,
NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,1998-1999,1998-1999,,SEAR,1998,1999,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,54.2,54.20000,,,,,"DHS. National family health survey (NFHS-2) 1998-99. Demographic and Health Surveys. Mumbai, India, 2000 (and additional analysis)..International Institute for Population Sciences (IIPS) and ORC Macro.. Age-adjusted;"
NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,2005-2006,2005-2006,,SEAR,2005,2006,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,47.8,47.76442,,,,,"DHS. National family health survey (NFHS-3), 2005-06: India: Volume I. Demographic and Health Surveys. Mumbai, India: IIPS, 2007 (and additional analysis)..International Institute for Population Sciences (IIPS) and Macro International.. "
NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,2013-2014,2013-2014,,SEAR,2013,2014,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,38.7,38.70000,,,,,"Other. Rapid survey on children 2013-2014. India factsheet. . http://wcd.nic.in/ accessed 14 August 2014..Ministry of Women and Child Development,  Government of India and UNICEF. . (pending reanalysis)"
NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,2015-2016,2015-2016,,SEAR,2015,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,37.9,37.90026,,,,,"DHS. National Family Health Survey (NFHS-4), 2015-16: India. Mumbai: IIPS. 2017 (and additional analysis).Ministry of Health and Family Welfare, Government of India. "
NUTRITION_WA_2,Prevalence of underweight children aged <5 years   (% weight-for-age <-2 SD) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,1988-1990,1988-1990,,SEAR,1988,1990,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,55.5,55.50000,,,,,"Other. National Nutrition Monitoring Bureau, 1988-90 (8 States pooled data). Hyderabad, India; 1993 (data reanalyzed for WHO)..National Institute of Nutrition.. Adjusted NR to NA; 8 States; converted estimates"
NUTRITION_WA_2,Prevalence of underweight children aged <5 years   (% weight-for-age <-2 SD) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,1991-1992,1991-1992,,SEAR,1991,1992,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,52.8,52.80000,,,,,"Other. National Nutrition Monitoring Bureau, 1991-92 (8 States pooled data). Hyderabad, India; 1993 (data reanalyzed for WHO)..National Institute of Nutrition.. Adjusted NR to NA; 8 States; converted estimates"
NUTRITION_WA_2,Prevalence of underweight children aged <5 years   (% weight-for-age <-2 SD) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,1992-1993,1992-1993,,SEAR,1992,1993,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,51.2,51.20000,,,,,"DHS. National family health survey, India 1992-93. Demographic and Health Surveys. Bombay, India, 1995 (and additional analysis)..International Institute for Population Sciences.. Age-adjusted;"
NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,2013-2014,2013-2014,,SEAR,2013,2014,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,15.1,15.10000,,,,,"Other. Rapid survey on children 2013-2014. India factsheet. . http://wcd.nic.in/ accessed 14 August 2014..Ministry of Women and Child Development,  Government of India and UNICEF. . (pending reanalysis)"
NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,2015-2016,2015-2016,,SEAR,2015,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,20.8,20.78397,,,,,"DHS. National Family Health Survey (NFHS-4), 2015-16: India. Mumbai: IIPS. 2017 (and additional analysis).Ministry of Health and Family Welfare, Government of India. "
NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,2016-2018,2016-2018,,SEAR,2016,2018,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,17.3,17.30000,,,,,"NNS. Comprehensive National Nutrition Survey (CNNS) National Report. New Delhi.Ministry of Health and Family Welfare (MoHFW), Government of India, UNICEF and Population Council. 0-4 years old"
NUTRITION_WH_3,Prevalence of severely wasted children aged <5 years   (% weight-for-height <-3 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,1998-1999,1998-1999,,SEAR,1998,1999,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,5.7,5.70000,,,,,"DHS. National family health survey (NFHS-2) 1998-99. Demographic and Health Surveys. Mumbai, India, 2000 (and additional analysis)..International Institute for Population Sciences (IIPS) and ORC Macro.. Age-adjusted;"
NUTRITION_WH_3,Prevalence of severely wasted children aged <5 years   (% weight-for-height <-3 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,2005-2006,2005-2006,,SEAR,2005,2006,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,6.8,6.77596,,,,,"DHS. National family health survey (NFHS-3), 2005-06: India: Volume I. Demographic and Health Surveys. Mumbai, India: IIPS, 2007 (and additional analysis)..International Institute for Population Sciences (IIPS) and Macro International.. "
NUTRITION_WH_3,Prevalence of severely wasted children aged <5 years   (% weight-for-height <-3 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,2013-2014,2013-2014,,SEAR,2013,2014,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,4.6,4.60000,,,,,"Other. Rapid survey on children 2013-2014. India factsheet. . http://wcd.nic.in/ accessed 14 August 2014..Ministry of Women and Child Development,  Government of India and UNICEF. . (pending reanalysis)"
NUTRITION_WH_3,Prevalence of severely wasted children aged <5 years   (% weight-for-height <-3 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,2015-2016,2015-2016,,SEAR,2015,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,7.7,7.66990,,,,,"DHS. National Family Health Survey (NFHS-4), 2015-16: India. Mumbai: IIPS. 2017 (and additional analysis).Ministry of Health and Family Welfare, Government of India. "
PCV3,Pneumococcal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4757,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,15,15.00000,,,,,
ROTAC,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4758,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,WB_LMI,Lower-middle-income,,IND,India,,,,,,,,,,,,,,4,4.00000,,,,,
