GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,YEARS05-09,5-9 years,,MLE,Male,,,,,14.8 [14.5-15.1],14.80523,14.49501,15.11601,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,YEARS05-09,5-9 years,,MLE,Male,,,,,14.9 [14.5-15.3],14.88708,14.51124,15.26493,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,YEARS05-09,5-9 years,,MLE,Male,,,,,15.0 [14.5-15.4],14.96896,14.50849,15.42912,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1981,1981,,SEAR,South-East Asia,,IND,1981,1981,India,,YEARS10-19,10-19 years,,MLE,Male,,,,,16.1 [15.7-16.6],16.13836,15.67615,16.60316,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1982,1982,,SEAR,South-East Asia,,IND,1982,1982,India,,YEARS10-19,10-19 years,,MLE,Male,,,,,16.2 [15.7-16.7],16.16725,15.68103,16.65127,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1983,1983,,SEAR,South-East Asia,,IND,1983,1983,India,,YEARS10-19,10-19 years,,MLE,Male,,,,,16.2 [15.7-16.7],16.19620,15.68690,16.70809,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1984,1984,,SEAR,South-East Asia,,IND,1984,1984,India,,YEARS10-19,10-19 years,,MLE,Male,,,,,16.2 [15.7-16.8],16.22378,15.70467,16.75528,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,IND,1998,1998,India,,YEARS10-19,10-19 years,,MLE,Male,,,,,16.7 [16.5-17.0],16.72765,16.45428,17.00422,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,IND,1999,1999,India,,YEARS10-19,10-19 years,,MLE,Male,,,,,16.8 [16.5-17.0],16.78808,16.52097,17.04946,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,YEARS10-19,10-19 years,,MLE,Male,,,,,16.9 [16.6-17.1],16.85254,16.59307,17.10513,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,YEARS10-19,10-19 years,,MLE,Male,,,,,16.9 [16.7-17.2],16.92122,16.67161,17.16991,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,YEARS10-19,10-19 years,,MLE,Male,,,,,17.8 [17.5-18.1],17.83008,17.51620,18.14155,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,YEARS10-19,10-19 years,,MLE,Male,,,,,17.9 [17.5-18.3],17.91433,17.53809,18.29409,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,YEARS10-19,10-19 years,,MLE,Male,,,,,18.0 [17.5-18.5],18.00114,17.53593,18.46182,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1975,1975,,SEAR,South-East Asia,,IND,1975,1975,India,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.3 [0.1-0.7],0.30000,0.10000,0.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1989,1989,,SEAR,South-East Asia,,IND,1989,1989,India,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,0.9 [0.6-1.4],0.90000,0.60000,1.40000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,IND,1990,1990,India,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,1.0 [0.6-1.4],1.00000,0.60000,1.40000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,IND,1991,1991,India,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,1.0 [0.7-1.5],1.00000,0.70000,1.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,IND,1992,1992,India,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,1.1 [0.7-1.6],1.10000,0.70000,1.60000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,3.0 [2.4-3.7],3.00000,2.40000,3.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,3.2 [2.6-3.9],3.20000,2.60000,3.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,3.5 [2.8-4.2],3.50000,2.80000,4.20000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,3.8 [3.0-4.5],3.80000,3.00000,4.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,IND,2009,2009,India,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,4.1 [3.3-4.9],4.10000,3.30000,4.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1975,1975,,SEAR,South-East Asia,,IND,1975,1975,India,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,0.3 [0.1-0.7],0.30000,0.10000,0.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1989,1989,,SEAR,South-East Asia,,IND,1989,1989,India,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,1.0 [0.6-1.5],1.00000,0.60000,1.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,IND,1990,1990,India,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,1.0 [0.6-1.6],1.00000,0.60000,1.60000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,IND,1991,1991,India,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,1.1 [0.7-1.7],1.10000,0.70000,1.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,IND,1992,1992,India,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,1.2 [0.8-1.8],1.20000,0.80000,1.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,3.3 [2.5-4.3],3.30000,2.50000,4.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,3.6 [2.8-4.6],3.60000,2.80000,4.60000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,3.9 [3.0-5.0],3.90000,3.00000,5.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,4.2 [3.3-5.3],4.20000,3.30000,5.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,IND,2009,2009,India,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,4.6 [3.6-5.8],4.60000,3.60000,5.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1975,1975,,SEAR,South-East Asia,,IND,1975,1975,India,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.3 [0.1-0.7],0.30000,0.10000,0.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1989,1989,,SEAR,South-East Asia,,IND,1989,1989,India,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.9 [0.5-1.3],0.90000,0.50000,1.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,IND,1990,1990,India,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,0.9 [0.6-1.4],0.90000,0.60000,1.40000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,IND,1991,1991,India,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,1.0 [0.6-1.5],1.00000,0.60000,1.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,IND,1992,1992,India,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,1.1 [0.7-1.6],1.10000,0.70000,1.60000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,2.8 [2.2-3.5],2.80000,2.20000,3.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,3.0 [2.4-3.7],3.00000,2.40000,3.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,3.2 [2.6-4.0],3.20000,2.60000,4.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,3.5 [2.8-4.3],3.50000,2.80000,4.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1975,1975,,SEAR,South-East Asia,,IND,1975,1975,India,,YEARS05-19,5-19  years,,FMLE,Female,,,,,0.4 [0.1-0.9],0.40000,0.10000,0.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1989,1989,,SEAR,South-East Asia,,IND,1989,1989,India,,YEARS05-19,5-19  years,,FMLE,Female,,,,,1.0 [0.5-1.7],1.00000,0.50000,1.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,IND,1990,1990,India,,YEARS05-19,5-19  years,,FMLE,Female,,,,,1.0 [0.6-1.8],1.00000,0.60000,1.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,IND,1991,1991,India,,YEARS05-19,5-19  years,,FMLE,Female,,,,,1.1 [0.6-1.8],1.10000,0.60000,1.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,IND,1992,1992,India,,YEARS05-19,5-19  years,,FMLE,Female,,,,,1.2 [0.7-2.0],1.20000,0.70000,2.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,YEARS05-19,5-19  years,,FMLE,Female,,,,,2.9 [2.1-3.9],2.90000,2.10000,3.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,YEARS05-19,5-19  years,,FMLE,Female,,,,,3.1 [2.2-4.1],3.10000,2.20000,4.10000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,YEARS05-19,5-19  years,,FMLE,Female,,,,,3.3 [2.4-4.3],3.30000,2.40000,4.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,YEARS05-19,5-19  years,,FMLE,Female,,,,,3.5 [2.6-4.7],3.50000,2.60000,4.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1975,1975,,SEAR,South-East Asia,,IND,1975,1975,India,,YEARS05-09,5-9 years,,FMLE,Female,,,,,0.4 [0.1-0.9],0.40000,0.10000,0.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1989,1989,,SEAR,South-East Asia,,IND,1989,1989,India,,YEARS05-09,5-9 years,,FMLE,Female,,,,,1.0 [0.5-1.7],1.00000,0.50000,1.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,IND,1990,1990,India,,YEARS05-09,5-9 years,,FMLE,Female,,,,,1.0 [0.5-1.8],1.00000,0.50000,1.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,IND,1991,1991,India,,YEARS05-09,5-9 years,,FMLE,Female,,,,,1.1 [0.5-1.9],1.10000,0.50000,1.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,IND,1992,1992,India,,YEARS05-09,5-9 years,,FMLE,Female,,,,,1.2 [0.6-2.0],1.20000,0.60000,2.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,YEARS05-09,5-9 years,,FMLE,Female,,,,,3.0 [2.0-4.3],3.00000,2.00000,4.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,YEARS05-09,5-9 years,,FMLE,Female,,,,,3.2 [2.1-4.6],3.20000,2.10000,4.60000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,YEARS05-09,5-9 years,,FMLE,Female,,,,,3.5 [2.3-4.9],3.50000,2.30000,4.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,YEARS05-09,5-9 years,,FMLE,Female,,,,,3.8 [2.5-5.3],3.80000,2.50000,5.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1975,1975,,SEAR,South-East Asia,,IND,1975,1975,India,,YEARS10-19,10-19 years,,FMLE,Female,,,,,0.4 [0.1-1.0],0.40000,0.10000,1.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1989,1989,,SEAR,South-East Asia,,IND,1989,1989,India,,YEARS10-19,10-19 years,,FMLE,Female,,,,,1.0 [0.5-1.7],1.00000,0.50000,1.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,IND,1990,1990,India,,YEARS10-19,10-19 years,,FMLE,Female,,,,,1.1 [0.5-1.8],1.10000,0.50000,1.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,IND,1991,1991,India,,YEARS10-19,10-19 years,,FMLE,Female,,,,,1.1 [0.6-1.9],1.10000,0.60000,1.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,IND,1992,1992,India,,YEARS10-19,10-19 years,,FMLE,Female,,,,,1.2 [0.6-2.0],1.20000,0.60000,2.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,YEARS10-19,10-19 years,,FMLE,Female,,,,,2.8 [2.0-3.8],2.80000,2.00000,3.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,YEARS10-19,10-19 years,,FMLE,Female,,,,,3.0 [2.1-4.1],3.00000,2.10000,4.10000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,YEARS10-19,10-19 years,,FMLE,Female,,,,,3.2 [2.3-4.3],3.20000,2.30000,4.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,YEARS10-19,10-19 years,,FMLE,Female,,,,,3.4 [2.5-4.6],3.40000,2.50000,4.60000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1975,1975,,SEAR,South-East Asia,,IND,1975,1975,India,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.3 [0.1-0.7],0.30000,0.10000,0.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1989,1989,,SEAR,South-East Asia,,IND,1989,1989,India,,YEARS05-19,5-19  years,,MLE,Male,,,,,0.8 [0.4-1.5],0.80000,0.40000,1.50000,,,
