GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
MORT_MATERNALNUM,Number of maternal deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4622,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,74 000 [ 65 000 - 85 000 ],74000.00000,65000.00000,85000.00000,,,
MORT_MATERNALNUM,Number of maternal deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4622,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,44 000 [ 37 000 - 51 000 ],44000.00000,37000.00000,51000.00000,,,
MORT_MATERNALNUM,Number of maternal deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4622,,,,PUBLISHED,Published,,2015,2015,,SEAR,2015,2015,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,38 000 [ 32 000 - 46 000 ],38000.00000,32000.00000,46000.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,336 [ 295 - 384 ],336.00000,295.00000,384.00000,,,
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/26,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,255 [ 223 - 292 ],255.00000,223.00000,292.00000,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,,,,PUBLISHED,Published,,1969,1969,,SEAR,1969,1969,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,39.1 [35.0-43.4],39.06341,35.04519,43.39045,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,,,,PUBLISHED,Published,,1971,1971,,SEAR,1971,1971,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,37.1 [34.2-40.4],37.11242,34.16996,40.39316,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,,,,PUBLISHED,Published,,1978,1978,,SEAR,1978,1978,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,30.0 [28.3-31.9],30.03082,28.26768,31.93263,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,,,,PUBLISHED,Published,,1980,1980,,SEAR,1980,1980,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,28.1 [26.4-29.8],28.08720,26.38970,29.81481,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,,,,PUBLISHED,Published,,1985,1985,,SEAR,1985,1985,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,24.0 [22.6-25.4],23.95872,22.56159,25.37354,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,,,,PUBLISHED,Published,,1987,1987,,SEAR,1987,1987,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,22.6 [21.4-23.8],22.58453,21.39251,23.83557,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,,,,PUBLISHED,Published,,1994,1994,,SEAR,1994,1994,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,18.3 [17.5-19.2],18.31763,17.53606,19.18307,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,,,,PUBLISHED,Published,,1996,1996,,SEAR,1996,1996,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,17.1 [16.4-18.0],17.14641,16.41389,17.96245,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,,,,PUBLISHED,Published,,2003,2003,,SEAR,2003,2003,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,13.0 [12.4-13.6],12.98538,12.39366,13.64952,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,,,,PUBLISHED,Published,,2005,2005,,SEAR,2005,2005,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,11.8 [11.3-12.4],11.80952,11.26935,12.43400,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,9.0 [8.6-9.5],9.02225,8.57677,9.49920,,,
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4802,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,8.0 [7.5-8.5],8.00449,7.53426,8.49009,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1959,1959,,SEAR,1959,1959,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,4403329,4403329.00000,3998874.00000,4829444.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1964,1964,,SEAR,1964,1964,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,4414653,4414653.00000,4101579.00000,4723262.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1966,1966,,SEAR,1966,1966,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,4432146,4432146.00000,4157272.00000,4701489.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1968,1968,,SEAR,1968,1968,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,4453002,4453002.00000,4219578.00000,4688913.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1973,1973,,SEAR,1973,1973,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,4452308,4452308.00000,4264782.00000,4656817.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1975,1975,,SEAR,1975,1975,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,4392044,4392044.00000,4214673.00000,4582918.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1982,1982,,SEAR,1982,1982,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,3986592,3986592.00000,3845916.00000,4141400.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1984,1984,,SEAR,1984,1984,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,3881985,3881985.00000,3746762.00000,4026599.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1991,1991,,SEAR,1991,1991,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,3333057,3333057.00000,3223331.00000,3450464.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1993,1993,,SEAR,1993,1993,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,3166444,3166444.00000,3058010.00000,3276298.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1998,1998,,SEAR,1998,1998,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,2725383,2725383.00000,2627775.00000,2828525.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2000,2000,,SEAR,2000,2000,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,2532713,2532713.00000,2436908.00000,2630588.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2007,2007,,SEAR,2007,2007,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,1848007,1848007.00000,1763524.00000,1941349.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2009,2009,,SEAR,2009,2009,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,1635381,1635381.00000,1558308.00000,1719609.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,995801,995801.00000,932153.00000,1061881.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2018,2018,,SEAR,2018,2018,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,875082,875082.00000,796152.00000,954881.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1961,1961,,SEAR,1961,1961,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,2207217,2207217.00000,2019688.00000,2397013.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1963,1963,,SEAR,1963,1963,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,2208355,2208355.00000,2037729.00000,2377460.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1970,1970,,SEAR,1970,1970,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,2232260,2232260.00000,2123106.00000,2345853.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1972,1972,,SEAR,1972,1972,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,2231931,2231931.00000,2129115.00000,2341571.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1979,1979,,SEAR,1979,1979,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,2068602,2068602.00000,1989157.00000,2153829.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1981,1981,,SEAR,1981,1981,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,2003245,2003245.00000,1928581.00000,2082195.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1986,1986,,SEAR,1986,1986,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1856470,1856470.00000,1788619.00000,1925913.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1988,1988,,SEAR,1988,1988,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1778118,1778118.00000,1714913.00000,1842964.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1995,1995,,SEAR,1995,1995,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1491647,1491647.00000,1436607.00000,1545862.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1997,1997,,SEAR,1997,1997,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1407737,1407737.00000,1355506.00000,1459637.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1071111,1071111.00000,1024507.00000,1118633.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2006,2006,,SEAR,2006,2006,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,975241,975241.00000,930214.00000,1021794.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,711600,711600.00000,676270.00000,746784.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,611071,611071.00000,578736.00000,642844.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1958,1958,,SEAR,1958,1958,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,2196098,2196098.00000,1976067.00000,2431144.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1960,1960,,SEAR,1960,1960,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,2195431,2195431.00000,1999614.00000,2395986.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1967,1967,,SEAR,1967,1967,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,2222167,2222167.00000,2090937.00000,2353433.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1969,1969,,SEAR,1969,1969,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,2234916,2234916.00000,2118463.00000,2350896.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1974,1974,,SEAR,1974,1974,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,2217505,2217505.00000,2121978.00000,2320448.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1976,1976,,SEAR,1976,1976,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,2180810,2180810.00000,2088780.00000,2276478.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1983,1983,,SEAR,1983,1983,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,1991531,1991531.00000,1918290.00000,2068870.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1985,1985,,SEAR,1985,1985,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,1936067,1936067.00000,1865545.00000,2009355.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1992,1992,,SEAR,1992,1992,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,1642391,1642391.00000,1583432.00000,1700364.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1994,1994,,SEAR,1994,1994,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,1551947,1551947.00000,1495367.00000,1607550.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,1999,1999,,SEAR,1999,1999,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,1319493,1319493.00000,1267989.00000,1368725.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2001,2001,,SEAR,2001,2001,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,1217087,1217087.00000,1166873.00000,1264242.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2008,2008,,SEAR,2008,2008,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,868986,868986.00000,827027.00000,912336.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2010,2010,,SEAR,2010,2010,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,761890,761890.00000,724867.00000,800188.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2017,2017,,SEAR,2017,2017,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,476926,476926.00000,439604.00000,515236.00000,,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2712,,,,PUBLISHED,Published,,2019,2019,,SEAR,2019,2019,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,425017,425017.00000,379393.00000,471739.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1954,1954,,SEAR,1954,1954,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,2978626,2978626.00000,2545401.00000,3486983.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1961,1961,,SEAR,1961,1961,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,2950691,2950691.00000,2713232.00000,3199562.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1963,1963,,SEAR,1963,1963,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,2954326,2954326.00000,2742714.00000,3171437.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1970,1970,,SEAR,1970,1970,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,3008876,3008876.00000,2875180.00000,3144649.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1972,1972,,SEAR,1972,1972,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,3014631,3014631.00000,2893030.00000,3143608.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1977,1977,,SEAR,1977,1977,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,2919817,2919817.00000,2813941.00000,3031969.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1979,1979,,SEAR,1979,1979,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,2853820,2853820.00000,2760822.00000,2958157.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1986,1986,,SEAR,1986,1986,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,2620649,2620649.00000,2537928.00000,2704662.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1988,1988,,SEAR,1988,1988,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,2514924,2514924.00000,2438090.00000,2594718.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1995,1995,,SEAR,1995,1995,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,2133642,2133642.00000,2067536.00000,2201912.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1997,1997,,SEAR,1997,1997,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,2021853,2021853.00000,1958539.00000,2089039.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2002,2002,,SEAR,2002,2002,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,1715547,1715547.00000,1656100.00000,1777227.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2004,2004,,SEAR,2004,2004,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,1591836,1591836.00000,1535302.00000,1653298.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2011,2011,,SEAR,2011,2011,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,1101188,1101188.00000,1055426.00000,1148469.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2013,2013,,SEAR,2013,2013,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,965381,965381.00000,923214.00000,1007845.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1954,1954,,SEAR,1954,1954,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1413792,1413792.00000,1204734.00000,1661560.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1956,1956,,SEAR,1956,1956,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1406159,1406159.00000,1235294.00000,1600677.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1961,1961,,SEAR,1961,1961,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1398711,1398711.00000,1278441.00000,1524260.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1963,1963,,SEAR,1963,1963,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1400030,1400030.00000,1292062.00000,1512299.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1970,1970,,SEAR,1970,1970,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1423110,1423110.00000,1355438.00000,1493712.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1972,1972,,SEAR,1972,1972,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1426934,1426934.00000,1364316.00000,1494604.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1979,1979,,SEAR,1979,1979,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1337507,1337507.00000,1289470.00000,1389720.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1981,1981,,SEAR,1981,1981,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1303869,1303869.00000,1258808.00000,1353150.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1986,1986,,SEAR,1986,1986,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1218458,1218458.00000,1177513.00000,1262799.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1988,1988,,SEAR,1988,1988,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1170741,1170741.00000,1132687.00000,1212472.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1995,1995,,SEAR,1995,1995,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,1001969,1001969.00000,969338.00000,1036431.00000,,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,1997,1997,,SEAR,1997,1997,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,955039,955039.00000,923942.00000,987673.00000,,,
