GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,IND,2009,2009,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,IND,2011,2011,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,IND,2012,2012,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,IND,1990,1990,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,IND,1991,1991,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,IND,1992,1992,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,SEAR,South-East Asia,,IND,1993,1993,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,SEAR,South-East Asia,,IND,1994,1994,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,IND,1995,1995,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,IND,1996,1996,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,IND,1997,1997,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,IND,1998,1998,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,IND,1999,1999,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,IND,2002,2002,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,IND,2003,2003,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,IND,2004,2004,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,IND,2009,2009,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,IND,2011,2011,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,IND,2012,2012,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,MLE,Male,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,IND,1990,1990,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,IND,1991,1991,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,IND,1992,1992,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,SEAR,South-East Asia,,IND,1993,1993,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,SEAR,South-East Asia,,IND,1994,1994,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,IND,1995,1995,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,IND,1996,1996,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,IND,1997,1997,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,IND,1998,1998,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,IND,1999,1999,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,IND,2001,2001,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,IND,2002,2002,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,IND,2003,2003,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,IND,2004,2004,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,IND,2005,2005,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,IND,2006,2006,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,IND,2007,2007,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,IND,2008,2008,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,IND,2009,2009,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,IND,2011,2011,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,IND,2012,2012,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,FMLE,Female,,,,,,,,No data,,,,,,
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,MLE,Male,,,,,,,,61.3,61.34334,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,MLE,Male,,,,,,,,53.2,53.18710,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,MLE,Male,,,,,,,,11.1,11.07271,,,,,
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,MLE,Male,,,,,,,,65.7,65.68546,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,MLE,Male,,,,,,,,57.0,57.02876,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,MLE,Male,,,,,,,,12.1,12.12251,,,,,
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,MLE,Male,,,,,,,,68.1,68.10913,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,MLE,Male,,,,,,,,59.1,59.11574,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,MLE,Male,,,,,,,,12.8,12.80822,,,,,
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,MLE,Male,,,,,,,,69.5,69.51722,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,MLE,Male,,,,,,,,60.3,60.27674,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,MLE,Male,,,,,,,,13.0,13.02337,,,,,
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,FMLE,Female,,,,,,,,62.9,62.92488,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,FMLE,Female,,,,,,,,52.7,52.67527,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,FMLE,Female,,,,,,,,11.6,11.59401,,,,,
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,FMLE,Female,,,,,,,,68.9,68.93996,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,FMLE,Female,,,,,,,,57.6,57.64577,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,FMLE,Female,,,,,,,,13.0,13.02914,,,,,
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,FMLE,Female,,,,,,,,70.6,70.61754,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,FMLE,Female,,,,,,,,59.2,59.16124,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,,,,FMLE,Female,,,,,,,,13.3,13.31802,,,,,
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,FMLE,Female,,,,,,,,72.2,72.16656,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,FMLE,Female,,,,,,,,60.4,60.38856,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,,,,FMLE,Female,,,,,,,,13.5,13.47475,,,,,
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,BTSX,Both sexes,,,,,,,,62.1,62.10872,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,BTSX,Both sexes,,,,,,,,52.9,52.94549,,,,,
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3443,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,IND,2000,2000,India,,,,,BTSX,Both sexes,,,,,,,,11.3,11.33173,,,,,
WHOSIS_000001,Life expectancy at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/65,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,BTSX,Both sexes,,,,,,,,67.2,67.22851,,,,,
WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/66,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,IND,2010,2010,India,,,,,BTSX,Both sexes,,,,,,,,57.3,57.32034,,,,,
