GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),PLACE (CODE),PLACE (DISPLAY),PLACE (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
TOTENV_1,Deaths attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4653,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,ENVCAUSE151,Injuries,,492 519,492519.00000,,,,,
TOTENV_2,Age-standardized deaths attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4656,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,315,315.12694,,,,,
TOTENV_4,Age-standardized DALYs attributable to the environment (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4658,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,12 119,12118.71819,,,,,
AIR_50,"Ambient air pollution attributable deaths (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,,,,,,,,,,,,,,,,,,,68,68.13269,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,GHE118,Chronic obstructive pulmonary disease,,,,,,,,,,,3 282 841,3282841.25000,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,GHE068,"Trachea, bronchus, lung cancers",,,,,,,,,,,813 674,813674.18750,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,GHE113,Ischaemic heart disease,,,,,,,,,,,7 455 375,7455374.50000,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,GHE114,Stroke,,,,,,,,,,,5 290 851,5290850.50000,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,GHE000,All Causes,,,,,,,,,,,8 227 991 [6 791 629 - 9 916 369],8227990.50000,6791629.00000,9916369.00000,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,GHE113,Ischaemic heart disease,,,,,,,,,,,2 324 770,2324769.75000,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,GHE114,Stroke,,,,,,,,,,,2 441 642,2441641.75000,,,,,
AIR_43,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2012,2012,,SEAR,2012,2012,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,GHE000,All Causes,,,,,,,,,,,20 506 014 [17 046 204 - 24 531 628],20506014.00000,17046204.00000,24531628.00000,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,68332 [44232–90937],68332.00140,44231.76563,90936.56250,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,10188 [7032–13109],10188.37570,7032.20361,13109.28613,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,164611 [107314–213493],164611.23690,107313.94530,213493.32810,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE000,Total,,524229 [364050–650068],524229.21050,364050.46880,650067.81250,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE000,Total,,82 [57–102],82.18311,57.07199,101.91077,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,26 [17–33],25.80601,16.82355,33.46923,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,3 [2–4],3.32418,2.10866,4.49866,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,16 [10–21],15.99383,10.42200,21.45872,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,41 [28–53],41.06432,28.01286,53.45264,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,23 [15–31],22.89853,14.92129,30.72268,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,14 [9–19],13.82605,8.92409,18.74880,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,4 [3–6],4.38180,2.77954,5.92995,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE000,Total,,16155331 [11425829–19990052],16155331.40000,11425829.00000,19990052.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,9987519 [6624298–13094557],9987519.30900,6624297.50000,13094557.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,324472 [223956–417495],324471.79830,223956.39060,417494.75000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,3876644 [2563609–5086777],3876643.95300,2563608.75000,5086776.50000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,5511809 [3665587–7196263],5511808.57200,3665587.00000,7196262.50000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,3614220 [2475238–4601087],3614219.73400,2475237.75000,4601087.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,2069797 [1377981–2755691],2069797.41000,1377981.12500,2755690.75000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,729117 [403568–1024460],729117.05180,403568.43750,1024459.75000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE000,Total,,18378852 [12596394–23815050],18378852.14000,12596394.00000,23815050.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,4168868 [2717783–5406833],4168867.69100,2717783.25000,5406833.00000,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,654 [426–848],653.55103,426.06534,847.62616,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,652 [430–863],652.15851,429.51154,862.98645,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,1014 [696–1309],1013.76868,695.96979,1308.68335,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE000,Total,,2678 [1835–3470],2677.99341,1835.42798,3470.10498,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,283 [186–374],283.25830,186.15921,373.80240,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE000,Total,,2533 [1791–3134],2532.66211,1791.22070,3133.82910,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,754 [500–989],754.24677,500.25983,988.88690,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE000,Total,,3115 [2238–3872],3115.29980,2237.69092,3872.24536,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,73 [40–103],73.15001,40.48874,102.78082,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,123 [78–166],122.70520,77.83662,166.05872,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,354 [234–464],353.53775,233.79308,463.89804,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE000,Total,,2933 [2074–3629],2933.00122,2074.35986,3629.19507,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,836 [554–1096],835.98657,554.47437,1096.05530,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,655 [448–833],654.71216,448.38675,833.48218,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,808 [527–1048],807.75891,526.59711,1047.62683,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,1212 [832–1564],1211.87231,831.97137,1564.41711,,,
AIR_12,Household air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,66891 [44326–87227],66890.53906,44326.39844,87227.37500,,,
AIR_12,Household air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,30817 [20422–40187],30817.40234,20421.78906,40186.86719,,,
AIR_16,Household air pollution attributable DALYs in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,3286254 [2177704–4285379],3286253.75000,2177703.75000,4285378.50000,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,132306 [105538–158226],132306.20430,105538.32810,158225.84380,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,22 [18–25],21.73681,18.49921,25.02809,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,22 [18–27],22.19544,17.70492,26.54367,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,37 [32–42],37.25835,32.13903,42.45615,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,1 [1–2],1.30984,0.93815,1.67611,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,10 [9–12],10.27251,8.64574,12.12231,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,11 [10–13],11.27047,9.58137,13.17390,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE000,Total,,109 [97–124],109.36718,96.72755,124.18234,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE000,Total,,1087018 [961390–1234268],1087017.56700,961390.31250,1234267.75000,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,137195 [89962–190737],137195.15120,89961.85938,190737.32810,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,4064374 [3471322–4676583],4064374.05500,3471322.00000,4676582.50000,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,4965863 [3961181–5938707],4965862.91600,3961181.25000,5938707.00000,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,829121 [593842–1060962],829120.70700,593842.06250,1060961.62500,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,36 [25–46],35.59551,25.49461,45.54882,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE000,Total,,14166525 [12554491–16007813],14166525.13000,12554491.00000,16007813.00000,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,7955135 [5216356–11059729],7955134.85500,5216356.00000,11059729.00000,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,108 [77–138],108.13789,77.45172,138.37569,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,BTSX,Both sexes,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,371 [317–427],371.26233,317.08969,427.18485,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,MLE,Male,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,418 [357–481],417.51300,357.38031,481.07526,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,SEAR,2016,2016,South-East Asia,,,,,IND,India,,,,,FMLE,Female,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,0 [0–0],0.00000,0.00000,0.00000,,,
