GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
RSUD_20,Confidentiality of health records on substance use disorders  protected by law,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2516,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_36,Sector for outpatient treatment of drug dependence,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2530,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,Public health,,,,,,
RSUD_47,"Length of stay for inpatient short-term treatment, days",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2541,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,14,14.00000,,,,,
RSUD_35,Sector for inpatient treatment of drug dependence,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2529,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,NGOs,,,,,,
RSUD_26,Governement benefits for persons with substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2520,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_48,"Length of stay for inpatient long-term residential treatment, days",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2542,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,28-84   ,,,,,,
RSUD_41,Specialized treatment services for drug use disoders and HIV/AIDS,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2535,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_43,Open access services for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2537,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_43,Open access services for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2537,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2562,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_72,"Essential list of medicines, pharmacotherapy for substance use disorders",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2566,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_72,"Essential list of medicines, pharmacotherapy for substance use disorders",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2566,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_72,"Essential list of medicines, pharmacotherapy for substance use disorders",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2566,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2562,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_72,"Essential list of medicines, pharmacotherapy for substance use disorders",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2566,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,0.0,0.00000,,,,,
SA_0000001690,"Age-standardized death rates, cerebrovascular disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,108.0,108.00000,,,,,
SA_0000001690,"Age-standardized death rates, cerebrovascular disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,111.5,111.50000,,,,,
SA_0000001440,"Age-standardized death rates, diabetes mellitus, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,22.4,22.40000,,,,,
SA_0000001439,"Age-standardized death rates, colon and rectum cancers, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,5.9,5.90000,,,,,
SA_0000001437,"Age-standardized death rates, alcohol use disorders, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,1.2,1.20000,,,,,
SA_0000001442,"Age-standardized death rates, falls, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,9.3,9.30000,,,,,
SA_0000001443,"Age-standardized death rates, fires, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,14.3,14.30000,,,,,
SA_0000001446,"Age-standardized death rates, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,16.9,16.90000,,,,,
SA_0000001449,"Age-standardized death rates, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,11.4,11.40000,,,,,
SA_0000001448,"Age-standardized death rates, mouth and oropharynx cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,15.7,15.70000,,,,,
SA_0000001454,"Age-standardized death rates, other unintentional injuries, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,28.4,28.40000,,,,,
SA_0000001451,"Age-standardized death rates, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,193.4,193.40000,,,,,
SA_0000001451,"Age-standardized death rates, prematurity and low birth rate, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,26.3,26.30000,,,,,
SA_0000001452,"Age-standardized death rates, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,21.0,21.00000,,,,,
SA_0000001453,"Age-standardized death rates, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,BTSX,Both sexes,,,,,,,,18.6,18.60000,,,,,
SA_0000001455,"Age-standardized death rates, violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,FMLE,Female,,,,,,,,20.3,20.30000,,,,,
SA_0000001689,"Age-standardized DALYs, cerebrovascular disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,MLE,Male,,,,,,,,893,893.00000,,,,,
RSUD_5,"Age-standardized DALYs, alcohol and drug use disorders, per 100 000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2502,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,278,278.00000,,,,,
RSUD_3,"Age-standardized death rates, alcohol and drug use disorders, per 100 000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2500,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,1.9,1.90000,,,,,
RSUD_60,Buprenorphine/naloxone provision in clinical and community-based settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2554,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_65,Prescription requirements for buprenorphine,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2559,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_59,Buprenorphine provision in clinical and community-based settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2553,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_60,Buprenorphine/naloxone provision in clinical and community-based settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2554,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_65,Prescription requirements for buprenorphine,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2559,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_59,Buprenorphine provision in clinical and community-based settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2553,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,yes,,,,,,
RSUD_60,Buprenorphine/naloxone provision in clinical and community-based settings,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2554,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
RSUD_57,Buprenorphine/naloxone used for detoxification or maintenance,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2551,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,Maintenance,,,,,,
RSUD_12,Substance use policy at the national level,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2508,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,no,,,,,,
SA_0000001523,"Prices for alcoholic beverages (average, US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2317,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,2012,2012,,,IND,India,,,,,,,,,,,7.21,,,,,,
SA_0000001508,Advertising restrictions on cable television,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,voluntary/self-restricted,,,,,,
SA_0000001510,Advertising restrictions on local radio,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,ban,,,,,,
SA_0000001510,Advertising restrictions on local radio,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,ban,,,,,,
SA_0000001506,National legislation to prevent illegal alcohol,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2341,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
SA_0000001506,National legislation to prevent illegal alcohol,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2341,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
SA_0000001515,Advertising restrictions on the internet,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,voluntary/self-restricted,,,,,,
SA_0000001514,Advertising restrictions at point-of-sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,no restriction,,,,,,
SA_0000001511,Advertising restrictions in print media,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,ban,,,,,,
SA_0000001512,Advertising restrictions at cinemas,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,voluntary/self-restricted,,,,,,
SA_0000001512,Advertising restrictions at cinemas,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,voluntary/self-restricted,,,,,,
SA_0000001515,Advertising restrictions on the internet,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,voluntary/self-restricted,,,,,,
SA_0000001529,Off-premise sales restrictions at specific events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1404,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
SA_0000001529,Off-premise sales restrictions at specific events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1404,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
SA_0000001526,Off-premise sales restrictions on hours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1402,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
SA_0000001527,Off-premise sales restrictions on places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
SA_0000001532,On-premise sales restrictions on hours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1402,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
SA_0000001531,On-premise sales restrictions on days,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1402,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
SA_0000001533,On-premise sales restrictions on places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
SA_0000001537,Restrictions on sponsorship of sporting events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,partial restriction,,,,,,
SA_0000001540,Restrictions on sales promotion from retailers (sales below cost),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_BEER,Beer,,,,,voluntary/self-restricted,,,,,,
SA_0000001538,Restrictions on sponsorship of youth events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,voluntary/self-restricted,,,,,,
SA_0000001540,Restrictions on sales promotion from retailers (sales below cost),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_WINE,Wine,,,,,voluntary/self-restricted,,,,,,
SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_BEER,Beer,,,,,voluntary/self-restricted,,,,,,
SA_0000001550,Excise tax on alcoholic beverages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1399,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
SA_0000001550,Excise tax on alcoholic beverages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1399,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,ban,,,,,,
SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,voluntary/self-restricted,,,,,,
SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,ban,,,,,,
SA_0000001503,Alcoholic beverage legally defined,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2340,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,No data,,,,,,
SA_0000001517,Restrictions on product placement on cable television,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1409,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,No data,,,,,,
SA_0000001516,Restrictions on product placement on national television,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1409,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,No data,,,,,,
SA_0000001517,Restrictions on product placement on cable television,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1409,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,No data,,,,,,
SA_0000001528,Off-premise sales restrictions on outlet density,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_WINE,Wine,,,,,No data,,,,,,
SA_0000001542,Government monopoly on production,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_WINE,Wine,,,,,No data,,,,,,
SA_0000001542,Government monopoly on production,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1397,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_BEER,Beer,,,,,No data,,,,,,
SA_0000001462,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1388,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,MLE,Male,,,,,,,,9.1,,,,,,
SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,No data,,,,,,
SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,No data,,,,,,
SA_0000001518,Age limits on-premise service,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1400,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,SA_WINE,Wine,,,,,Subnational,,,,,,
SA_0000001520,Legal blood alcohol concentration (BAC) limits,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1407,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,2016,2016,,,IND,India,,,,,,,,,,,0.03%,,,,,,
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IND,India,,,,,,,,,,,11.6,11.60000,,,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,2015,2015,,,IND,India,,FMLE,Female,,,,,,,,1.9,1.87672,,,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,2010,2010,,,IND,India,,BTSX,Both sexes,,,,,,,,4.3,4.34755,,,,,
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,2000,2000,,,IND,India,,FMLE,Female,,,,,,,,0.8,0.76710,,,,,
SA_0000001455,"Age-standardized death rates, violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,,,,,,,6.58,6.58000,,,,,
SA_0000001453,"Age-standardized death rates, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,,,,,,,19.11,19.11000,,,,,
SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,,,,,,,2.95,2.95000,,,,,
SA_0000001441,"Age-standardized death rates, drownings, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,,,,,,,6.93,6.93000,,,,,
SA_0000001651,Monitoring,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2362,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,No,,,,,,
SA_0000001653,"Treatment, services",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1412,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,,,,,,,,,,No,,,,,,
SA_0000001676,Production in 1000s hectolitres,0,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,2000,2000,,,IND,India,,,,,,,,,,,"5,709",5.70900,,,,,
SA_0000001676,Production in 1000s hectolitres,0,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,,,,,,,"6,541",6.54100,,,,,
SA_0000001676,Production in 1000s hectolitres,0,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,2009,2009,,,IND,India,,,,,,,,,,,,,,,,,
SA_0000001677,Imports in 1000s hectolitres,0,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,2000,2000,,,IND,India,,,,,,,,,,,23,23.00000,,,,,
SA_0000001677,Imports in 1000s hectolitres,0,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,2007,2007,,,IND,India,,,,,,,,,,,21,21.00000,,,,,
SA_0000001687,Exports of spirits in 1000s hectolitres,0,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,2001,2001,,,IND,India,,,,,,,,,,,101,101.00000,,,,,
SA_0000001679,Exports of beer (barley) in 1000s hectolitres,0,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,,,,,,,70,70.00000,,,,,
SA_0000001686,Exports of wine (grape) in 1000s hectolitres,0,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,2002,2002,,,IND,India,,,,,,,,,,,7,,,,,,
SA_0000001679,Exports of beer (barley) in 1000s hectolitres,0,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,2003,2003,,,IND,India,,,,,,,,,,,94,94.00000,,,,,
SA_0000001679,Exports of beer (barley) in 1000s hectolitres,0,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,2004,2004,,,IND,India,,,,,,,,,,,115,115.00000,,,,,
SA_0000001678,Sales of beer in 1000s hectolitres,0,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IND,India,,,,,,,,,,,"8,568",8.56800,,,,,
SA_0000001687,Exports of spirits in 1000s hectolitres,0,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,2005,2005,,,IND,India,,,,,,,,,,,216,216.00000,,,,,
